"","Proveedor","Rut_RBD","Id_Reg","Id_Prov","Id_Com","Región","Provincia","Comuna","Raz_Soc","Dirección","Fono","Mail","Web","SIGLA_SEDE","Tipo_Insti","Clas_CFT_I","Area","Dependenci","Rut_Sost","Sostenedor","Niv_Ens","Esp_concat","Sigla","Nom_Establ","Coor_OTEC","Fono_OTEC","Enc_Establ","Fono_Estab","Clas_Prove","Cla_Ot_RN","Cla_Ot_RE","Cla_cft_IP","Cla_LTP","LAT_Y_2018","LON_X_2018","F36","OBJECTID","geometry"
"749","Liceos Técnicos Profesionales","1363",5,55,5501,"Valparaíso","Quillota","Quillota","Liceo Santiago Escuti Orrego","Esmeralda 625","332 296 640","siomara.tapia@redq.cl","www.lseo.cl"," "," "," ","URBANO","Municipal","61930600","Ilustre Municipalidad De Quillota"," ","Química Industrial- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-32.883643,-71.251844," ",1227,c(-71.2518436403716, -32.8836425899335)
"750","Liceos Técnicos Profesionales","1397",5,55,5501,"Valparaíso","Quillota","Quillota","Esc.Part Industrial E.Bertelsen Temple","Diego Echeverria 771","332 310 105","secretaria@fde.maristas.cl","fde.maristas.cl"," "," "," ","URBANO","Particular Subvencionado","81753500","Fundacion Diego Echeverria Castro"," ","Mecánica Industrial- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-32.882763,-71.254285," ",1228,c(-71.2542850398227, -32.8827629099803)
"751","Liceos Técnicos Profesionales","1255",5,53,5302,"Valparaíso","Los Andes","Calle Larga","Instituto Agricola Pascual Baburizza","Hacienda San Vicente S/N","342 461 771","secretaria@iapb.cl","www.iapb.cl"," "," "," ","URBANO","Particular Subvencionado","81882100","Fundacion Educacional Luksic"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-32.878819,-70.588901," ",1229,c(-70.5889013398249, -32.878819429573)
"752","Liceos Técnicos Profesionales","1391",5,55,5501,"Valparaíso","Quillota","Quillota","Liceo Comercial Particular","Av. 21 De Mayo 421","332 257 673","comercialparticular@hotmail.es"," "," "," "," ","URBANO","Particular Subvencionado","76153833","Soc. Educ. Liceo Comercial Part Quillota Ltd"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-32.869276,-71.240202," ",1230,c(-71.2402017698957, -32.8692759103549)
"753","Liceos Técnicos Profesionales","40352",5,53,5302,"Valparaíso","Los Andes","Calle Larga","Liceo Tec.Profesional Pedro Aguirre Cerda","Avenida Calle Larga 1950","342 461 574","liceotp.pac@gmail.com"," "," "," "," ","URBANO","Municipal","69051200","Ilustre Municipalidad De Calle Larga"," ","Electricidad- Explotación Minera"," "," "," "," "," "," ",3," "," ",0,"1",-32.85046,-70.620516," ",1231,c(-70.6205160000134, -32.8504600004287)
"754","Liceos Técnicos Profesionales","1335",5,57,5703,"Valparaíso","San Felipe de Aconcagua","Llay Llay","Liceo Politecnico Llay Llay","San Francisco 29","342 613 614","liceo_b15@hotmail.com"," "," "," "," ","URBANO","Municipal","69060400","Ilustre Municipalidad De Llay Llay"," ","Administración- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.842526,-70.955392," ",1232,c(-70.955392259645, -32.8425258899578)
"755","Liceos Técnicos Profesionales","1199",5,53,5301,"Valparaíso","Los Andes","Los Andes","Liceo De Hombres America","Avda. Chile 198","342 421 090","amlandesmed@gmail.com","www.liceoamerica.cl"," "," "," ","URBANO","Municipal","69051100","Ilustre Municipalidad De Los Andes"," ","Construcción- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.838963,-70.59932," ",1233,c(-70.5993200801576, -32.8389629199028)
"756","Liceos Técnicos Profesionales","1195",5,53,5301,"Valparaíso","Los Andes","Los Andes","Liceo Comercial De Los Andes","Independencia 615","342 407 417","liceocomercial.losandes@gmail.com"," "," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","71728900","Fundación Para La Promoción De La Educación Y La Cultura"," ","Contabilidad- Administración"," "," "," "," "," "," ",3," "," ",0,"1",-32.837942,-70.595126," ",1234,c(-70.5951262896465, -32.8379421498103)
"757","Liceos Técnicos Profesionales","1347",5,57,5703,"Valparaíso","San Felipe de Aconcagua","Llay Llay","Liceo Menesiano Sagrado Corazon","Edwards 812","342 611 169","menellay@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65045929","Fund.Educ.Liceo Menesiano Sagrado Corazon"," ","Gastronomía- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.837518,-70.94827," ",1235,c(-70.9482698295889, -32.8375180403253)
"758","Liceos Técnicos Profesionales","1196",5,53,5301,"Valparaíso","Los Andes","Los Andes","Liceo Tecnico Amancay","Membrillar 455","342 421 081","amancaydireccion@gmail.com"," "," "," "," ","URBANO","Municipal","69051100","Ilustre Municipalidad De Los Andes"," ","Administración- Servicios de Hotelería- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.8354,-70.596821," ",1236,c(-70.596821220323, -32.8354003500461)
"759","Liceos Técnicos Profesionales","14868",5,55,5504,"Valparaíso","Quillota","La Cruz","Liceo Tecnico Agricola Obispo Rafael Lira Inf","Avda Sta Cruz 51, La Cruz","332 266 003","liceoagricola.lacruz@yahoo.es","www.liceoagricoladelacruz.cl"," "," "," ","URBANO","Particular Subvencionado","65012225","Fundacion Obispo Rafael Lira Infante"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-32.828782,-71.224607," ",1237,c(-71.2246072504242, -32.8287821500761)
"760","Liceos Técnicos Profesionales","1213",5,53,5301,"Valparaíso","Los Andes","Los Andes","Liceo Particular Mixto Los Andes","San Rafael 1450","342 408 175","cgallardo@liceomixto.cl"," "," "," "," ","URBANO","Particular Subvencionado","78663480","Soc.Educ.Liceo Part.Mixto Los Andes Ltda."," ","Administración- Mecánica Automotriz- Electrónica- Explotación Minera- Metalurgia Extractiva- Química Industrial- Telecomunicaciones"," "," "," "," "," "," ",3," "," ",0,"1",-32.82597,-70.611499," ",1238,c(-70.6114990599336, -32.8259703198743)
"761","Liceos Técnicos Profesionales","14877",5,53,5304,"Valparaíso","Los Andes","San Esteban","Liceo San Esteban","El Molino 166","342 482 537","liceosanesteban@hotmail.com"," "," "," "," ","URBANO","Municipal","69051400","Ilustre Municipalidad De San Esteban"," ","Administración- Montaje Industrial- Servicio de Turismo"," "," "," "," "," "," ",3," "," ",0,"1",-32.80177,-70.577667," ",1239,c(-70.5776674800701, -32.8017695096551)
"762","Liceos Técnicos Profesionales","1443",5,55,5502,"Valparaíso","Quillota","La Calera","Liceo Industrial A-16 Oscar Corona Baraho","Av. Beato Alberto Hurtado 1001","332 221 235","avelasquez@coreduc.cl"," "," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","70912300","Corp.Educacional De La Construccion"," ","Construcción- Construcciones Metálicas- Mecánica Industrial- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-32.795461,-71.191452," ",1240,c(-71.1914520003095, -32.7954610002249)
"763","Liceos Técnicos Profesionales","1851",5,51,5107,"Valparaíso","Valparaíso","Quintero","Liceo Politecnico Quintero","Calle  Avenida  Normandie 2298","322 379 730","lpq2298@gmail.com"," "," "," "," ","URBANO","Municipal","69060700","Ilustre Municipalidad De Quintero"," ","Electricidad- Elaboración Industrial de Alimentos- Acuicultura"," "," "," "," "," "," ",3," "," ",0,"1",-32.788765,-71.527284," ",1241,c(-71.5272844200399, -32.788764849718)
"764","Liceos Técnicos Profesionales","1422",5,55,5502,"Valparaíso","Quillota","La Calera","Liceo Pedro De Valdivia","Caupolican Con P De Valdivia S/N","332 222 183","liceopedrodevaldivia@gmail.com"," "," "," "," ","URBANO","Municipal","69060300","Ilustre Municipalidad De La Calera"," ","Administración- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.787613,-71.198256," ",1242,c(-71.1982562502257, -32.787612550179)
"765","Liceos Técnicos Profesionales","1289",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Colegio Assunta Pallota","San Francisco  Curimon 201","342 531 011","sanfranciscodecurimon@gmail.com"," "," "," "," ","URBANO","Particular Subvencionado","65089321","Fundacion Educacional San Francisco De Curimon"," ","Mecánica Automotriz- Atención de Enfermería- Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-32.786728,-70.688251," ",1243,c(-70.6882509301363, -32.7867282198314)
"766","Liceos Técnicos Profesionales","1858",5,51,5107,"Valparaíso","Valparaíso","Quintero","Colegio Don Orione","Luis Orione 702","322 930 101","orionqui@gmail.com","www.orione.cl"," "," "," ","URBANO","Particular Subvencionado","65974130","Fund.Educ.Col.Don Orione De Qtro."," ","Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-32.786478,-71.533747," ",1244,c(-71.5337471802881, -32.7864782901409)
"767","Liceos Técnicos Profesionales","1361",5,57,5702,"Valparaíso","San Felipe de Aconcagua","Catemu","Colegio Particular California","Balmaceda   S/N","342 631 383","hernantaguero@hotmail.com"," "," "," "," ","URBANO","Particular Subvencionado","79887290","Soc.Educacional Colegio California"," ","Administración"," "," "," "," "," "," ",3," "," ",0,"1",-32.779034,-70.96269," ",1245,c(-70.9626903003171, -32.7790340098117)
"768","Liceos Técnicos Profesionales","1425",5,55,5502,"Valparaíso","Quillota","La Calera","Complejo Educacional Las Acacias De Artificio","Jj Nunez 203","332 222 397","lasacacias201@yahoo.es"," "," "," "," ","URBANO","Municipal","69060300","Ilustre Municipalidad De La Calera"," ","Electrónica- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-32.778713,-71.185724," ",1246,c(-71.185723589572, -32.7787127800707)
"769","Liceos Técnicos Profesionales","1354",5,57,5702,"Valparaíso","San Felipe de Aconcagua","Catemu","Liceo Polivalente Fernando Silva Castellón","Pasaje Antonio Spillare 16","342 631 699","lchagres2011@gmail.com"," "," "," "," ","URBANO","Municipal","69050900","Ilustre Municipalidad De Catemu"," ","Construcciones Metálicas- Electricidad- Química Industrial"," "," "," "," "," "," ",3," "," ",0,"1",-32.775086,-70.963995," ",1247,c(-70.9639949998693, -32.7750860004185)
"770","Liceos Técnicos Profesionales","14202",5,57,5704,"Valparaíso","San Felipe de Aconcagua","Panquehue","Colegio Panquehue","Troncal   S/N","342 597 764","director@colegiopanquehue.cl","www.colegiopanquehue.cl"," "," "," ","URBANO","Municipal","69050800","Ilustre Municipalidad De Panquehue"," ","Administración- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.770662,-70.835096," ",1248,c(-70.8350960001802, -32.7706619996515)
"771","Liceos Técnicos Profesionales","1362",5,57,5702,"Valparaíso","San Felipe de Aconcagua","Catemu","Escuela Agricola Salesiana F. Huidobro","Av. Salesianos Paradero 24 Las Varillas S/N","342 631 302","secretariaeas@gmail.com","www.salesianoscatemu.cl"," "," "," ","URBANO","Particular Subvencionado","80230500","Congregacion Salesiana"," ","Agropecuaria"," "," "," "," "," "," ",3," "," ",0,"1",-32.756268,-70.943428," ",1249,c(-70.9434275604335, -32.7562679096363)
"772","Liceos Técnicos Profesionales","1300",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Escuela Agricola De San Felipe","Tocornal 2450","342 536 720","sanfelipe.direccion@snaeduca.cl","www.eagricolasanfelipe.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa"," ","Agropecuaria- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.755175,-70.70746," ",1250,c(-70.7074604796174, -32.7551753403696)
"773","Liceos Técnicos Profesionales","14879",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Liceo Part, Mixto San Felipe","El Almendral 2801","342 536 060","mrodriguez@liceomixto.cl","www.liceomixto.cl"," "," "," ","URBANO","Particular Subvencionado","76636060","Soc, Educ, Liceo Part. Mixto S.A."," ","Refrigeración y Climatización- Mecánica Automotriz- Explotación Minera- Metalurgia Extractiva- Química Industrial- Telecomunicaciones- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-32.751569,-70.700447," ",1251,c(-70.7004472497408, -32.7515693602377)
"774","Liceos Técnicos Profesionales","1263",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Liceo De Ninas Corina Urbina","Bernardo Cruz 1213","342 510 163","liceocorinaurbina@daem.cl","crecerpersonalliceano.blogstpot.com"," "," "," ","URBANO","Municipal","69050600","Ilustre Municipalidad De San Felipe"," ","Atención de Enfermería- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.750271,-70.718476," ",1252,c(-70.718476359896, -32.7502711304083)
"775","Liceos Técnicos Profesionales","1261",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Liceo Doctor Roberto Humeres O.","Santo Domingo 207","342 510 033","liceorobertohumeres@gmail.com"," "," "," "," ","URBANO","Municipal","69050600","Ilustre Municipalidad De San Felipe"," ","Administración- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-32.748625,-70.725762," ",1253,c(-70.7257616301951, -32.7486250697911)
"776","Liceos Técnicos Profesionales","1262",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Escuela Industrial Guillermo Richards Cuevas","Calle Benigno Caldera 341","342 510 110","isanfelipe.docencia@snaeduca.cl","www.escuelaindustrial.cl"," "," "," ","URBANO","Corporación de Administración Delegada (DL 3166)","65044735","Corporación Educacional De La Sociedad Nacional De Agricultura  Fg-Sna Educa"," ","Instalaciones Sanitarias- Construcciones Metálicas- Mecánica Automotriz- Mecánica Industrial- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.747873,-70.733256," ",1254,c(-70.7332563103304, -32.7478734101297)
"777","Liceos Técnicos Profesionales","1327",5,57,5706,"Valparaíso","San Felipe de Aconcagua","Santa María","Colegio Santa Maria De Aconcagua","Latorre 800","342 582 059","santamariadeaconcagua@gmail.com","www.colegiosantamariadeaconcagua.cl"," "," "," ","URBANO","Particular Subvencionado","60903571","Hnas.Mercedarias Stmo. Sacramento"," ","Administración- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.747366,-70.656269," ",1255,c(-70.6562689400595, -32.747366089973)
"778","Liceos Técnicos Profesionales","1318",5,57,5706,"Valparaíso","San Felipe de Aconcagua","Santa María","Liceo Dario Salas","Calle Jahuel 729","342 345 102","dariosalastp@gmail.com"," "," "," "," ","URBANO","Municipal","69051000","Ilustre Municipalidad De Santa Maria"," ","Administración- Explotación Minera"," "," "," "," "," "," ",3," "," ",0,"1",-32.745444,-70.655723," ",1256,c(-70.6557230003162, -32.745443620027)
"779","Liceos Técnicos Profesionales","1264",5,57,5701,"Valparaíso","San Felipe de Aconcagua","San Felipe","Liceo San Felipe","Jose De Rojas Esquina Hermanas Sarmiento   S/N","342 516 252","liceosanfelipe2010@gmail.com"," "," "," "," ","URBANO","Municipal","69050600","Ilustre Municipalidad De San Felipe"," ","Construcción- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-32.744123,-70.737977," ",1257,c(-70.7379767096574, -32.7441228298047)
"780","Liceos Técnicos Profesionales","1864",5,51,5105,"Valparaíso","Valparaíso","Puchuncaví","Complejo Educacional Sargento Aldea","Bellavista. Las Ventanas 372","322 796 267","cesa.ventanas@gmail.com"," "," "," "," ","URBANO","Municipal","69060800","Ilustre Municipalidad De Puchuncavi"," ","Administración- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-32.741963,-71.485659," ",1258,c(-71.4856587802285, -32.7419626996189)
"781","Liceos Técnicos Profesionales","1863",5,51,5105,"Valparaíso","Valparaíso","Puchuncaví","Colegio General Jose Velasquez Borquez","Pablo Neruda 265","322 791 379","directoracgv@gmail.com"," "," "," "," ","URBANO","Municipal","69060800","Ilustre Municipalidad De Puchuncavi"," ","Servicios de Hotelería- Atención de Párvulos- Otras especialidades sin información u obsoletas"," "," "," "," "," "," ",3," "," ",0,"1",-32.726352,-71.417404," ",1259,c(-71.4174040599494, -32.7263520400146)
"782","Liceos Técnicos Profesionales","1449",5,55,5506,"Valparaíso","Quillota","Nogales","Liceo Felipe Cortes","Jose Regis, El Melón 1","332 281 440","liceofelipecortes@hotmail.com"," "," "," "," ","URBANO","Particular Subvencionado","73446100","Fundacion Educacional Carmelita"," ","Administración- Construcción- Electricidad- Electrónica"," "," "," "," "," "," ",3," "," ",0,"1",-32.68942,-71.210419," ",1260,c(-71.2104190502989, -32.6894203001067)
"783","Liceos Técnicos Profesionales","1301",5,57,5705,"Valparaíso","San Felipe de Aconcagua","Putaendo","Liceo Manuel Marin","Chacabuco 460","342 501 049","liceommf@gmail.com"," "," "," "," ","URBANO","Municipal","69050700","Ilustre Municipalidad De Putaendo"," ","Administración- Electricidad"," "," "," "," "," "," ",3," "," ",0,"1",-32.627172,-70.71492," ",1261,c(-70.71492016983, -32.6271720303649)
"784","Liceos Técnicos Profesionales","40099",5,54,5403,"Valparaíso","Petorca","Papudo","Liceo Tecnico Profesional Papudo","Calle Chorrillos 279","332 790 355","liceotecnicopapudo@yahoo.es"," "," "," "," ","URBANO","Municipal","69050300","Ilustre Municipalidad De Papudo"," ","Servicios de Hotelería- Acuicultura"," "," "," "," "," "," ",3," "," ",0,"1",-32.50881,-71.44661," ",1262,c(-71.4466095101208, -32.5088097197927)
"785","Liceos Técnicos Profesionales","1121",5,54,5401,"Valparaíso","Petorca","La Ligua","Liceo Pulmahue De La Ligua","Pedro Polanco 480","332 711 158","pulmahueliceo@yahoo.es"," "," "," "," ","URBANO","Municipal","69050100","Ilustre Municipalidad De La Ligua"," ","Administración- Electricidad- Gastronomía- Atención de Párvulos"," "," "," "," "," "," ",3," "," ",0,"1",-32.445848,-71.23065," ",1263,c(-71.2306498501105, -32.4458477903432)
"786","Liceos Técnicos Profesionales","12336",5,54,5402,"Valparaíso","Petorca","Cabildo","Liceo Bicentenario Tecnico Profesional De Mineria","Avda. Humeres 1510","332 761 106","ltpmcabildo@gmail.com"," "," "," "," ","URBANO","Municipal","69050200","Ilustre Municipalidad De Cabildo"," ","Explotación Minera- Metalurgia Extractiva- Asistencia en Geología"," "," "," "," "," "," ",3," "," ",0,"1",-32.433215,-71.078138," ",1264,c(-71.0781380097613, -32.4332145800888)
